1990,The Adventures of Ford Fairlane
1990,After Dark, My Sweet
1990,Air America
1990,Alice
1990,Almost an Angel
1990,The Ambulance
1990,American Dream
1990,American Ninja 4: The Annihilation
1990,Andre's Mother
1990,Angel Town
1990,Another 48 Hrs.
1990,Arachnophobia
1990,Avalon
1990,Awakenings
1990,Back to the Future Part III
1990,Bad Influence
1990,Basket Case 2
1990,Betsy's Wedding
1990,Bird on a Wire
1990,Blind Faith
1990,Bloodfist II
1990,Blue Steel
1990,The Bonfire of the Vanities
1990,Bride of Re-Animator
1990,Cadence
1990,Cadillac Man
1990,Camp Cucamonga
1990,Captain America
1990,Cartoon All-Stars to the Rescue
1990,Catchfire
1990,Challenger
1990,Checkered Flag
1990,Child in the Night
1990,Child's Play 2
1990,China Cry
1990,The China Lake Murders
1990,China O'Brien
1990,Class of 1999
1990,Coins in the Fountain
1990,Come See the Paradise
1990,Coupe de Ville
1990,Crash and Burn
1990,Crazy People
1990,Cry-Baby
1990,Daddy's Dyin': Who's Got the Will?
1990,Dances with Wolves
1990,Deep Throat 2
1990,The Dark Side of the Moon
1990,Darkman
1990,Daughter of Darkness
1990,Days of Thunder
1990,Death Machine
1990,Death Warrant
1990,Deceptions
1990,Decoration Day
1990,Def by Temptation
1990,Delta Force 2: The Colombian Connection
1990,Denial
1990,Desperate Hours
1990,Dick Tracy
1990,Die Hard 2
1990,A Divine Double Feature
1990,Dorf Goes Auto Racing
1990,Downtown
1990,Dream Machine
1990,DuckTales the Movie: Treasure of the Lost Lamp
1990,Edward Scissorhands
1990,The End of Innocence
1990,Ernest Goes to Jail
1990,Everybody Wins
1990,The Exorcist III
1990,Faces of Death IV
1990,Far Out Man
1990,The Final Sanction
1990,Fire Birds
1990,The First Power
1990,Flashback
1990,Flatliners
1990,The Forbidden Dance
1990,The Fourth War
1990,Frankenhooker
1990,Frankenstein Unbound
1990,The Freshman
1990,Full Fathom Five
1990,Funny About Love
1990,Getting Lucky
1990,Ghost
1990,Ghost Dad
1990,Ghosts Can't Do It
1990,Girlfriend from Hell
1990,The Godfather Part III
1990,Goodfellas
1990,Graffiti Bridge
1990,Green Card
1990,Gremlins 2: The New Batch
1990,The Grifters
1990,Grim Prairie Tales
1990,The Guardian
1990,Guns
1990,The Guyver
1990,The Handmaid's Tale
1990,Hard to Kill
1990,Hardware
1990,Havana
1990,Heart Condition
1990,Henry & June
1990,Henry: Portrait of a Serial Killer
1990,Home Alone
1990,Hot Cars, Cold Facts
1990,The Hot Spot
1990,House Party
1990,The Hunt for Red October
1990,I Come in Peace
1990,I Love You to Death
1990,I'm Dangerous Tonight
1990,Industrial Symphony No. 1
1990,Initiation: Silent Night, Deadly Night 4
1990,Internal Affairs
1990,Iron & Silk
1990,It
1990,Jacob's Ladder
1990,Jetsons: The Movie
1990,Joe Versus the Volcano
1990,The Kill-Off
1990,Killer Tomatoes Strike Back
1990,Kindergarten Cop
1990,King of New York
1990,Laser Mission
1990,The Last of the Finest
1990,Leatherface: The Texas Chainsaw Massacre III
1990,The Lemon Sisters
1990,Lionheart
1990,The Long Walk Home
1990,Look Who's Talking Too
1990,Loose Cannons
1990,Lord of the Flies
1990,Love at Large
1990,Mack the Knife
1990,Madhouse
1990,A Man Called Sarge
1990,Maniac Cop 2
1990,Marked for Death
1990,Martians Go Home
1990,Masters of Menace
1990,Megaville
1990,Memphis Belle
1990,Men at Work
1990,Men Don't Leave
1990,Men of Respect
1990,Meridian: Kiss of the Beast
1990,Mermaids
1990,Metamorphosis: The Alien Factor
1990,Metropolitan
1990,Miami Blues
1990,Miller's Crossing
1990,Misery
1990,Mister Frost
1990,Mister Johnson
1990,Mo' Better Blues
1990,Mob Story
1990,A Mom for Christmas
1990,Moon 44
1990,Mother Goose Rock 'n' Rhyme
1990,Mountains of the Moon
1990,Mr. Destiny
1990,Mr. and Mrs. Bridge
1990,Murder in Mississippi
1990,My Blue Heaven
1990,Narrow Margin
1990,Navy SEALs
1990,The NeverEnding Story II: The Next Chapter
1990,Night Eyes
1990,Night of the Living Dead
1990,Nightbreed
1990,Ninja Academy
1990,No Retreat, No Surrender 3: Blood Brothers
1990,The Nutcracker Prince
1990,Opportunity Knocks
1990,Pacific Heights
1990,Paris Is Burning
1990,The Pit and the Pendulum
1990,Plunder & Lightning
1990,Postcards from the Edge
1990,Predator 2
1990,Presumed Innocent
1990,Pretty Woman
1990,Problem Child
1990,Prom Night III: The Last Kiss
1990,Psycho IV: The Beginning
1990,Pump Up the Volume
1990,Q&A
1990,Quick Change
1990,Quigley Down Under
1990,Ralph S. Mouse
1990,The Reflecting Skin
1990,Repossessed
1990,The Rescuers Down Under
1990,Revenge
1990,Reversal of Fortune
1990,RoboCop 2
1990,Robot Jox
1990,Rock 'n' Roll High School Forever
1990,Rocky V
1990,Roller Coaster Rabbit
1990,Romeo-Juliet
1990,The Rookie
1990,Rose Kennedy: A Life to Remember
1990,Rosencrantz & Guildenstern Are Dead
1990,The Russia House
1990,Shipwrecked
1990,A Shock to the System
1990,Short Time
1990,A Show of Force
1990,Shreck
1990,The Shrimp on the Barbie
1990,Sibling Rivalry
1990,Side Out
1990,Slumber Party Massacre 3
1990,Sorority House Massacre 2
1990,Snake Eater II: The Drug Buster
1990,Solar Crisis
1990,Somebody has to Shoot the Picture
1990,Soultaker
1990,Spaced Invaders
1990,Spirit of '76
1990,Spontaneous Combustion
1990,Spymaker: The Secret Life of Ian Fleming
1990,Stanley & Iris
1990,State of Grace
1990,Stella
1990,Strike It Rich
1990,Taking Care of Business
1990,Tales from the Darkside: The Movie
1990,Teenage Mutant Ninja Turtles
1990,Terminal City Ricochet
1990,Texasville
1990,That's Black Entertainment
1990,Three Men and a Little Lady
1990,Till There Was You
1990,Time of Love
1990,Too Much Sun
1990,To Sleep with Anger
1990,Total Recall
1990,Treasure Island
1990,Tremors
1990,Troll 2
1990,Troll 3
1990,Trust
1990,Tune in Tomorrow
1990,Twisted Obsession
1990,The Two Jakes
1990,Vincent & Theo
1990,Voodoo Dawn
1990,Welcome Home, Roxy Carmichael
1990,When You Remember Me
1990,Where the Heart Is
1990,White Hunter Black Heart
1990,White Palace
1990,White Room
1990,Why Me?
1990,Wild Orchid
1990,Wild at Heart
1990,Witchcraft II: The Temptress
1990,The Witches
1990,Without You I'm Nothing
1990,Young Guns II
1990,Zapped Again!
1990,12:01 PM
1991,29th Street
1991,Across the Tracks
1991,The Addams Family
1991,All I Want for Christmas
1991,An American Tail: Fievel Goes West
1991,And the Sea Will Tell
1991,Another You
1991,At Play in the Fields of the Lord
1991,Backdraft
1991,Barton Fink
1991,Beauty and the Beast
1991,Bill & Ted's Bogus Journey
1991,Billy Bathgate
1991,Bingo
1991,Blue Desert
1991,Body Parts
1991,The Boneyard
1991,The Borrower
1991,Boyz n the Hood
1991,Breathing Fire
1991,Bride of Re-Animator
1991,A Brief History of Time
1991,Brother Future
1991,Bugsy
1991,The Butcher's Wife
1991,By the Sword
1991,Cape Fear
1991,Captain America
1991,Career Opportunities
1991,Children of the Night
1991,Child's Play 3
1991,Chopper Chicks in Zombietown
1991,Chuck Amuck: The Movie
1991,City of Hope
1991,City Slickers
1991,Class Action
1991,Class of Nuke 'Em High II: Subhumanoid Meltdown
1991,Closet Land
1991,Cold Heaven
1991,The Commitments
1991,Company Business
1991,Cool as Ice
1991,Curly Sue
1991,The Dark Backward
1991,The Dark Wind
1991,Daughters of the Dust
1991,Dead Again
1991,Deceived
1991,Defending Your Life
1991,Defenseless
1991,Delirious
1991,Do or Die
1991,Doc Hollywood
1991,The Doctor
1991,Dogfight
1991,Don't Tell Mom the Babysitter's Dead
1991,The Doors
1991,Double Impact
1991,Drop Dead Fred
1991,Dutch
1991,Dying Young
1991,Edge of Honor
1991,Ernest Scared Stupid
1991,Eve of Destruction
1991,Eyes of an Angel
1991,F/X2
1991,Father of the Bride
1991,Final Approach
1991,The Fisher King
1991,The Five Heartbeats
1991,Flight of the Intruder
1991,For the Boys
1991,Frankie and Johnny
1991,Freddy's Dead: The Final Nightmare
1991,Fried Green Tomatoes
1991,Grand Canyon
1991,Guilty by Suspicion
1991,Hangin' with the Homeboys
1991,Hard Promises
1991,The Hard Way
1991,Harley Davidson and the Marlboro Man
1991,He Said, She Said
1991,Hear My Song
1991,Hearts of Darkness: A Filmmaker's Apocalypse
1991,The Heroes of Desert Storm
1991,Highlander II: The Quickening
1991,Highway 61
1991,The Hitman
1991,Homicide
1991,Hook
1991,Hot Shots!
1991,The Hours and Times
1991,House Party 2
1991,Hudson Hawk
1991,If Looks Could Kill
1991,The Indian Runner
1991,The Inner Circle
1991,JFK
1991,Johnny Suede
1991,Jungle Fever
1991,Kafka
1991,King Ralph
1991,A Kiss Before Dying
1991,L.A. Story
1991,The Last Boy Scout
1991,Liebestraum
1991,Life Stinks
1991,The Linguini Incident
1991,Little Man Tate
1991,Love Hurts
1991,Madonna: Truth or Dare
1991,The Man in the Moon
1991,The Marrying Man
1991,McBain
1991,Meet the Applegates
1991,Men of Respect
1991,Mississippi Masala
1991,Mobsters
1991,Mortal Thoughts
1991,My Girl
1991,My Own Private Idaho
1991,Mystery Date
1991,The Naked Gun 2½: The Smell of Fear
1991,Naked Lunch
1991,Necessary Roughness
1991,New Jack City
1991,Night on Earth
1991,Not Without My Daughter
1991,Nothing but Trouble
1991,The Object of Beauty
1991,Once Around
1991,One Good Cop
1991,Only the Lonely
1991,Oscar
1991,Other People's Money
1991,Out for Justice
1991,Paradise
1991,Paris Trout
1991,Pastime
1991,The People Under the Stairs
1991,Perfect Harmony
1991,The Perfect Weapon
1991,Point Break
1991,Poison
1991,The Prince of Tides
1991,Problem Child 2
1991,Puppet Master II
1991,Puppet Master III: Toulon's Revenge
1991,Pure Luck
1991,A Rage in Harlem
1991,Rambling Rose
1991,The Rapture
1991,Regarding Henry
1991,Return to the Blue Lagoon
1991,Ricochet
1991,Road to Ruin
1991,Robin Hood: Prince of Thieves
1991,The Rocketeer
1991,Rover Dangerfield
1991,Run
1991,Rush
1991,Scenes from a Mall
1991,Scissors
1991,Scorchers
1991,The Search for Signs of Intelligent Life in the Universe
1991,Sgt. Kabukiman N.Y.P.D.
1991,Shadows and Fog
1991,Shattered
1991,Shout
1991,Showdown in Little Tokyo
1991,The Silence of the Lambs
1991,Slacker
1991,Sleeping with the Enemy
1991,Soapdish
1991,Sometimes They Come Back
1991,Star Trek VI: The Undiscovered Country
1991,Stepping Out
1991,Stone Cold
1991,Straight Out of Brooklyn
1991,Strictly Business
1991,Suburban Commando
1991,The Super
1991,Switch
1991,The Taking of Beverly Hills
1991,Talent for the Game
1991,Talkin' Dirty After Dark
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1991,Terminator 2: Judgment Day
1991,Thelma & Louise
1991,Together Alone
1991,Toy Soldiers
1991,Triple Bogey on a Par Five Hole
